ENSEMBL	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7
ENSMUSG00000111174	0	0	0	0	0	0	0
ENSMUSG00000111175	0	0	0	0	0	0	0
ENSMUSG00000111177	24	13	6	3	10	13	7
ENSMUSG00000111179	0	0	0	0	0	0	0
ENSMUSG00000111181	0	0	0	0	0	0	0
ENSMUSG00000111184	0	0	0	0	0	0	0
ENSMUSG00000111188	0	0	0	0	0	0	0
ENSMUSG00000111190	0	0	0	0	0	0	0
ENSMUSG00000111191	0	0	0	0	0	0	0
ENSMUSG00000111194	0	1	0	0	1	2	0
ENSMUSG00000111196	0	0	0	0	0	0	0
ENSMUSG00000111197	0	0	0	0	0	0	0
ENSMUSG00000111201	0	0	0	0	0	0	0
ENSMUSG00000111207	0	1	0	0	0	0	0
ENSMUSG00000111209	0	0	0	0	0	0	0
ENSMUSG00000111210	0	0	0	0	0	0	0
ENSMUSG00000111213	0	0	0	0	0	0	0
ENSMUSG00000111216	0	0	0	0	0	0	0
ENSMUSG00000111217	0	0	0	0	0	0	0
ENSMUSG00000111224	0	0	0	0	0	0	0
ENSMUSG00000111228	27	22	12	34	36	57	29
ENSMUSG00000111238	0	0	0	0	0	0	0
ENSMUSG00000111239	0	0	0	0	0	0	0
ENSMUSG00000111241	2	2	2	3	1	0	0
ENSMUSG00000111242	0	0	0	0	0	0	0
ENSMUSG00000111244	0	0	0	0	0	0	0
ENSMUSG00000111248	0	0	0	0	0	0	0
ENSMUSG00000111249	0	0	0	0	0	0	0
ENSMUSG00000111251	0	0	0	0	0	0	0
ENSMUSG00000111252	0	0	0	0	0	0	0
ENSMUSG00000111257	0	0	0	0	0	0	0
ENSMUSG00000111259	8	18	13	6	4	6	4
ENSMUSG00000111260	0	0	0	0	0	0	0
ENSMUSG00000111263	0	0	0	0	0	0	0
ENSMUSG00000111267	0	2	0	0	0	0	1
ENSMUSG00000111269	53	89	97	88	86	63	82
ENSMUSG00000111272	0	0	0	0	0	0	0
ENSMUSG00000111273	4	5	3	0	4	2	3
ENSMUSG00000111286	0	0	0	0	0	0	0
ENSMUSG00000111295	0	0	0	0	0	0	0
ENSMUSG00000111297	0	0	0	0	0	0	0
ENSMUSG00000111298	0	0	0	0	0	0	0
ENSMUSG00000111300	0	0	0	0	0	0	0
ENSMUSG00000111301	0	0	0	1	0	0	0
ENSMUSG00000111302	0	0	0	0	0	0	0
ENSMUSG00000111305	0	0	0	0	0	0	0
ENSMUSG00000111306	1	0	0	0	0	0	0
ENSMUSG00000111309	0	0	0	0	0	0	0
ENSMUSG00000111310	0	0	0	0	0	0	0
ENSMUSG00000111313	0	0	0	0	0	0	0
ENSMUSG00000111315	0	0	0	0	0	0	0
ENSMUSG00000111316	0	0	0	0	0	0	0
ENSMUSG00000111317	0	0	0	0	0	0	0
ENSMUSG00000111320	0	0	0	0	0	0	0
ENSMUSG00000111322	0	0	0	0	0	0	0
ENSMUSG00000111326	0	0	0	0	0	0	0
ENSMUSG00000111327	46	38	46	32	49	34	21
ENSMUSG00000111330	0	0	0	0	1	0	0
ENSMUSG00000111333	0	0	0	0	0	0	0
ENSMUSG00000111336	4	3	5	4	9	0	0
ENSMUSG00000111337	0	0	1	0	0	0	0
ENSMUSG00000111338	0	0	0	0	0	0	0
ENSMUSG00000111344	0	0	0	0	0	0	0
ENSMUSG00000111346	0	0	0	0	0	0	0
ENSMUSG00000111349	0	0	0	0	0	0	0
ENSMUSG00000111350	0	0	0	0	0	0	0
ENSMUSG00000111351	0	0	0	0	0	0	0
ENSMUSG00000111352	0	0	0	0	0	0	0
ENSMUSG00000111353	0	0	0	0	0	0	0
ENSMUSG00000111355	0	0	0	0	0	0	0
ENSMUSG00000111356	0	0	0	0	0	0	0
ENSMUSG00000111373	0	0	0	0	0	0	0
ENSMUSG00000111374	0	0	0	0	0	0	0
ENSMUSG00000111375	204	141	242	202	212	176	250
ENSMUSG00000111376	0	2	0	0	1	1	0
ENSMUSG00000111380	0	1	0	0	0	0	0
ENSMUSG00000111381	0	0	0	0	0	0	0
ENSMUSG00000111382	0	0	0	0	0	0	0
ENSMUSG00000111383	2	0	0	0	0	0	0
ENSMUSG00000111384	0	0	0	0	0	0	0
ENSMUSG00000111388	0	1	1	1	3	0	1
ENSMUSG00000111395	0	0	0	0	0	0	0
ENSMUSG00000111396	0	0	0	0	0	0	0
ENSMUSG00000111404	0	0	0	0	0	0	0
ENSMUSG00000111405	0	1	2	0	6	3	0
ENSMUSG00000111406	0	0	0	0	0	0	0
ENSMUSG00000111409	2	8	0	5	6	2	13
ENSMUSG00000111410	0	0	0	0	0	0	0
ENSMUSG00000111411	0	0	0	0	0	0	0
ENSMUSG00000111414	0	0	0	0	0	0	0
ENSMUSG00000111416	0	0	0	0	1	0	0
ENSMUSG00000111418	0	0	0	0	0	0	0
ENSMUSG00000111420	0	0	0	0	0	0	0
ENSMUSG00000111425	0	0	2	0	0	0	0
ENSMUSG00000111426	0	0	0	0	0	0	0
ENSMUSG00000111427	0	0	0	0	0	0	0
ENSMUSG00000111428	0	0	0	0	0	0	0
ENSMUSG00000111430	0	0	0	0	0	0	0
ENSMUSG00000111431	0	0	0	0	0	0	0
ENSMUSG00000111432	0	2	0	0	0	0	0
ENSMUSG00000111436	38	12	52	34	12	11	39
ENSMUSG00000111437	0	0	0	0	0	0	0
ENSMUSG00000111438	0	0	0	0	0	0	0
ENSMUSG00000111440	0	0	0	0	0	0	0
ENSMUSG00000111441	0	0	0	0	0	0	0
ENSMUSG00000111446	0	0	0	0	0	0	0
ENSMUSG00000111448	7	6	8	12	13	14	3
ENSMUSG00000111451	0	0	0	0	0	0	0
ENSMUSG00000111453	0	0	0	0	0	0	0
ENSMUSG00000111454	0	0	0	0	0	0	0
ENSMUSG00000111455	0	0	0	0	0	0	0
ENSMUSG00000111456	4	2	1	5	10	0	4
ENSMUSG00000111457	0	0	0	1	0	0	0
ENSMUSG00000111458	0	0	0	0	0	0	0
ENSMUSG00000111459	0	0	0	0	0	0	0
ENSMUSG00000111464	0	0	0	0	0	0	0
ENSMUSG00000111466	0	0	0	0	0	0	0
ENSMUSG00000111472	17	24	6	44	30	12	14
ENSMUSG00000111473	0	0	0	0	0	0	0
ENSMUSG00000111477	1	0	0	0	0	0	0
ENSMUSG00000111478	0	0	0	0	0	0	0
ENSMUSG00000111483	0	0	0	0	0	1	0
ENSMUSG00000111484	0	0	0	0	0	0	0
ENSMUSG00000111485	261	250	299	221	279	302	246
ENSMUSG00000111492	1	0	0	0	0	0	0
ENSMUSG00000111493	0	0	0	0	0	0	0
ENSMUSG00000111495	0	0	0	0	1	0	0
ENSMUSG00000111497	26	0	36	16	26	2	22
ENSMUSG00000111499	0	0	0	0	0	0	0
ENSMUSG00000111506	0	0	1	0	0	0	0
ENSMUSG00000111507	1	1	1	0	0	0	0
ENSMUSG00000111508	0	0	0	0	0	0	0
ENSMUSG00000111512	0	0	0	0	1	0	0
ENSMUSG00000111515	1	0	1	1	0	0	0
ENSMUSG00000111517	11	3	20	14	12	4	11
ENSMUSG00000111518	0	0	0	0	0	0	0
ENSMUSG00000111526	4	0	3	0	1	0	1
ENSMUSG00000111529	16	10	14	8	17	13	33
ENSMUSG00000111530	2	4	4	8	4	3	3
ENSMUSG00000111534	0	0	0	0	0	0	0
ENSMUSG00000111537	0	1	0	1	2	0	1
ENSMUSG00000111541	0	0	0	0	0	0	0
ENSMUSG00000111542	0	0	0	0	0	0	0
ENSMUSG00000111543	0	0	0	0	0	0	0
ENSMUSG00000111545	0	0	0	0	0	0	0
ENSMUSG00000111548	0	1	2	0	1	1	0
ENSMUSG00000111549	0	0	0	0	0	0	0
ENSMUSG00000111551	114	272	262	170	175	170	142
ENSMUSG00000111552	0	0	0	0	0	0	1
ENSMUSG00000111553	0	0	0	0	0	0	0
ENSMUSG00000111554	0	0	0	0	0	0	0
ENSMUSG00000111557	0	0	0	0	0	0	0
ENSMUSG00000111558	0	0	0	0	0	0	0
ENSMUSG00000111560	0	0	0	0	0	0	0
ENSMUSG00000111562	0	0	0	0	0	0	0
ENSMUSG00000111564	0	0	0	0	0	0	0
ENSMUSG00000111566	0	0	0	0	0	0	0
ENSMUSG00000111567	0	0	0	0	0	0	0
ENSMUSG00000111568	0	0	0	0	0	0	0
ENSMUSG00000111569	0	0	0	0	0	0	0
ENSMUSG00000111572	0	0	0	0	0	0	0
ENSMUSG00000111573	0	0	0	0	0	0	0
ENSMUSG00000111574	0	0	0	0	0	0	0
ENSMUSG00000111580	0	0	0	0	0	0	1
ENSMUSG00000111581	0	0	0	0	0	0	2
ENSMUSG00000111582	0	0	0	0	0	0	0
ENSMUSG00000111585	13	15	19	24	36	40	40
ENSMUSG00000111589	0	0	0	0	0	0	0
ENSMUSG00000111590	48	42	52	51	55	55	33
ENSMUSG00000111591	0	0	0	0	0	0	0
ENSMUSG00000111594	89	113	133	54	131	107	80
ENSMUSG00000111596	0	0	0	0	0	0	0
ENSMUSG00000111597	0	0	0	0	0	0	0
ENSMUSG00000111600	0	0	0	0	0	0	0
ENSMUSG00000111601	0	0	0	0	0	0	0
ENSMUSG00000111604	0	0	0	0	0	0	0
ENSMUSG00000111606	0	0	0	0	0	0	0
ENSMUSG00000111608	0	1	0	1	1	5	0
ENSMUSG00000111609	0	0	0	0	0	0	0
ENSMUSG00000111611	0	1	2	3	2	1	2
ENSMUSG00000111612	0	0	0	0	0	0	0
ENSMUSG00000111613	0	0	0	0	0	0	0
ENSMUSG00000111615	0	0	0	0	0	0	0
ENSMUSG00000111616	0	0	0	0	0	0	0
ENSMUSG00000111618	0	0	1	0	0	0	0
ENSMUSG00000111619	169	167	176	171	185	184	179
ENSMUSG00000111620	0	2	0	3	2	10	3
ENSMUSG00000111621	1	0	0	0	0	0	0
ENSMUSG00000111622	0	0	0	0	0	0	0
ENSMUSG00000111625	0	0	0	0	0	0	0
ENSMUSG00000111626	0	0	0	0	0	0	0
ENSMUSG00000111630	0	0	0	0	0	0	0
ENSMUSG00000111635	0	0	0	0	0	0	0
ENSMUSG00000111643	0	0	0	0	0	0	0
ENSMUSG00000111648	0	0	0	0	0	0	0
ENSMUSG00000111651	0	0	1	0	0	0	0
ENSMUSG00000111660	0	0	0	0	0	0	0
ENSMUSG00000111661	1	0	0	1	0	0	0
ENSMUSG00000111662	8	3	14	8	12	3	6
ENSMUSG00000111667	0	0	0	0	0	0	1
ENSMUSG00000111668	0	0	0	0	0	0	0
ENSMUSG00000111670	0	0	0	0	0	0	0
ENSMUSG00000111671	0	0	0	0	0	0	1
ENSMUSG00000111672	0	0	0	0	0	0	0
ENSMUSG00000111678	0	0	0	0	0	0	0
ENSMUSG00000111680	0	0	0	0	0	0	0
ENSMUSG00000111684	0	0	0	0	0	0	0
ENSMUSG00000111686	0	0	1	0	0	0	0
ENSMUSG00000111687	0	0	0	0	0	0	0
ENSMUSG00000111689	0	0	0	0	0	0	0
ENSMUSG00000111692	3	2	1	3	2	3	0
ENSMUSG00000111693	0	0	0	0	0	0	0
ENSMUSG00000111696	70	106	105	69	93	47	91
ENSMUSG00000111698	0	0	0	0	0	0	0
ENSMUSG00000111700	0	0	0	0	0	0	0
ENSMUSG00000111702	0	0	0	0	0	0	0
ENSMUSG00000111704	0	0	0	0	0	0	0
ENSMUSG00000111707	0	0	0	0	0	0	0
ENSMUSG00000111708	0	0	0	0	0	0	0
ENSMUSG00000111709	0	6	0	0	5	0	6
ENSMUSG00000111710	0	1	0	0	0	1	2
ENSMUSG00000111711	0	0	0	0	0	0	0
ENSMUSG00000111715	11	9	15	6	16	9	6
ENSMUSG00000111716	0	0	0	0	0	0	0
ENSMUSG00000111719	0	0	0	0	0	0	0
ENSMUSG00000111725	0	0	0	0	0	0	0
ENSMUSG00000111728	0	0	2	0	0	0	0
ENSMUSG00000111730	0	0	0	0	0	0	0
ENSMUSG00000111732	0	0	0	0	0	0	0
ENSMUSG00000111736	0	0	0	0	0	0	0
ENSMUSG00000111738	1	2	1	2	0	3	6
ENSMUSG00000111739	0	0	0	0	0	0	0
ENSMUSG00000111741	0	0	0	0	0	0	0
ENSMUSG00000111743	0	0	0	0	0	0	0
ENSMUSG00000111744	0	0	0	0	0	0	0
ENSMUSG00000111747	0	0	0	0	0	0	0
ENSMUSG00000111750	0	0	0	0	0	0	0
ENSMUSG00000111754	0	0	0	0	0	0	0
ENSMUSG00000111759	0	0	0	0	0	0	0
ENSMUSG00000111760	0	0	0	0	0	0	0
ENSMUSG00000111762	0	0	0	0	0	0	0
ENSMUSG00000111764	0	0	0	0	0	0	0
ENSMUSG00000111766	0	0	0	0	0	0	0
ENSMUSG00000111770	0	0	0	0	0	0	0
ENSMUSG00000111772	2	0	7	2	7	8	3
ENSMUSG00000111776	2	0	0	0	0	0	0
ENSMUSG00000111777	72	50	45	56	76	76	79
ENSMUSG00000111781	0	0	0	0	0	0	0
ENSMUSG00000111782	0	0	0	0	0	0	0
ENSMUSG00000111783	0	0	0	0	0	0	0
ENSMUSG00000111787	0	0	0	0	0	0	0
ENSMUSG00000111788	0	0	0	0	0	0	0
ENSMUSG00000111795	0	0	0	0	0	0	0
ENSMUSG00000111799	0	0	0	0	0	0	0
ENSMUSG00000111801	0	0	0	0	0	0	0
ENSMUSG00000111802	0	0	0	0	0	0	0
ENSMUSG00000111805	0	0	0	0	0	0	0
ENSMUSG00000111808	1	0	0	0	0	0	0
ENSMUSG00000111810	0	0	0	0	0	0	0
ENSMUSG00000111812	0	0	0	0	0	0	0
ENSMUSG00000111814	0	0	0	0	1	0	0
ENSMUSG00000111815	0	0	0	0	0	0	0
ENSMUSG00000111816	0	0	0	0	0	0	0
ENSMUSG00000111817	0	0	0	0	0	2	0
ENSMUSG00000111819	0	0	0	0	0	0	0
ENSMUSG00000111823	0	0	0	0	0	0	0
ENSMUSG00000111824	51	42	126	52	36	74	29
ENSMUSG00000111827	0	3	3	0	0	1	0
ENSMUSG00000111833	0	0	0	0	0	0	0
ENSMUSG00000111834	0	0	3	0	0	4	3
ENSMUSG00000111837	0	0	0	0	0	0	0
ENSMUSG00000111842	0	0	0	0	0	1	0
ENSMUSG00000111845	0	0	0	0	0	0	0
ENSMUSG00000111847	0	3	1	3	0	0	0
ENSMUSG00000111850	0	0	0	0	0	0	0
ENSMUSG00000111863	0	0	0	0	0	0	0
ENSMUSG00000111864	0	2	0	3	0	3	3
ENSMUSG00000111869	0	0	0	0	0	0	0
ENSMUSG00000111870	0	0	0	0	0	0	0
ENSMUSG00000111875	0	0	0	0	0	1	1
ENSMUSG00000111876	0	0	0	0	0	0	0
ENSMUSG00000111877	1	1	1	0	2	5	4
ENSMUSG00000111880	0	0	1	0	0	0	1
ENSMUSG00000111881	0	0	0	0	0	0	0
ENSMUSG00000111882	0	0	0	0	0	0	0
ENSMUSG00000111884	0	0	0	0	0	0	0
ENSMUSG00000111886	0	0	0	0	0	0	0
ENSMUSG00000111887	0	0	0	0	0	0	0
ENSMUSG00000111890	11	2	22	12	23	12	20
ENSMUSG00000111891	0	0	0	0	0	0	0
ENSMUSG00000111893	0	0	0	0	0	0	0
ENSMUSG00000111896	0	0	0	0	0	0	0
ENSMUSG00000111897	0	0	0	0	0	0	0
ENSMUSG00000111898	0	0	0	0	0	0	0
ENSMUSG00000111899	0	0	0	0	0	0	0
ENSMUSG00000111900	0	0	4	2	0	2	4
ENSMUSG00000111901	0	0	0	0	0	0	0
ENSMUSG00000111902	0	0	0	0	0	0	0
ENSMUSG00000111904	0	0	4	0	0	0	0
ENSMUSG00000111906	0	0	0	0	0	0	0
ENSMUSG00000111908	1	0	0	0	0	0	0
ENSMUSG00000111909	0	0	0	0	0	0	0
ENSMUSG00000111911	0	0	0	0	0	0	0
ENSMUSG00000111914	0	0	0	0	0	0	0
ENSMUSG00000111915	0	0	0	0	0	0	0
ENSMUSG00000111917	53	30	53	53	55	37	36
ENSMUSG00000111919	0	0	0	0	0	0	0
ENSMUSG00000111920	0	0	1	2	0	1	0
ENSMUSG00000111921	0	0	0	0	0	0	0
ENSMUSG00000111928	151	145	167	103	119	147	169
ENSMUSG00000111930	0	0	0	0	0	0	0
ENSMUSG00000111932	0	0	0	0	0	0	0
ENSMUSG00000111937	0	0	0	0	0	0	0
ENSMUSG00000111939	10	30	30	15	31	13	19
ENSMUSG00000111940	0	0	0	0	0	0	0
ENSMUSG00000111942	4	20	0	4	9	13	5
ENSMUSG00000111944	0	0	0	0	0	0	0
ENSMUSG00000111945	0	0	0	0	0	0	0
ENSMUSG00000111946	0	1	1	1	0	3	5
ENSMUSG00000111948	0	0	0	0	0	0	0
ENSMUSG00000111949	0	0	0	0	0	0	0
ENSMUSG00000111953	2	0	0	0	0	0	1
ENSMUSG00000111954	0	0	1	1	0	0	0
ENSMUSG00000111955	0	0	0	0	0	0	0
ENSMUSG00000111956	0	0	0	0	0	0	0
ENSMUSG00000111958	3	3	1	0	2	1	4
ENSMUSG00000111959	0	0	0	0	0	0	0
ENSMUSG00000111964	0	1	0	0	0	0	0
ENSMUSG00000111965	9	7	5	3	5	1	10
ENSMUSG00000111966	0	0	0	0	0	0	0
ENSMUSG00000111967	0	0	0	0	0	0	0
ENSMUSG00000111968	0	0	0	1	0	1	0
ENSMUSG00000111969	0	0	2	0	0	0	0
ENSMUSG00000111973	2	0	0	0	0	1	0
ENSMUSG00000111974	0	0	0	0	0	0	0
ENSMUSG00000111975	0	0	0	0	0	0	0
ENSMUSG00000111976	0	0	0	0	0	0	0
ENSMUSG00000111978	0	0	0	0	0	0	0
ENSMUSG00000111980	11	9	8	3	7	12	4
ENSMUSG00000111981	0	0	0	0	0	0	0
ENSMUSG00000111983	0	0	0	0	0	0	0
ENSMUSG00000111984	0	0	0	0	0	0	0
ENSMUSG00000111985	0	0	0	0	0	0	0
ENSMUSG00000111988	0	0	0	0	0	0	0
ENSMUSG00000111989	0	0	1	0	0	0	0
ENSMUSG00000111991	0	0	0	0	0	0	0
ENSMUSG00000111992	0	0	0	0	0	0	0
ENSMUSG00000111993	0	0	0	0	0	0	0
ENSMUSG00000111996	0	0	0	0	0	0	0
ENSMUSG00000111997	1	0	0	2	0	0	0
ENSMUSG00000111998	0	0	0	0	0	0	0
ENSMUSG00000111999	0	0	0	0	0	0	0
ENSMUSG00000112001	0	0	0	0	0	0	0
ENSMUSG00000112002	0	0	0	0	0	0	0
ENSMUSG00000112003	0	3	2	0	0	0	1
ENSMUSG00000112004	0	0	0	0	0	0	0
ENSMUSG00000112005	0	0	0	0	0	0	0
ENSMUSG00000112007	0	1	0	0	0	0	1
ENSMUSG00000112010	0	0	0	0	0	0	0
ENSMUSG00000112011	0	0	0	0	0	0	0
ENSMUSG00000112013	29	18	17	14	41	27	40
ENSMUSG00000112017	0	0	0	0	0	0	0
ENSMUSG00000112022	88	100	156	0	0	0	0
ENSMUSG00000112023	35	36	70	37	10	35	442
ENSMUSG00000112024	0	0	0	0	0	0	0
ENSMUSG00000112025	0	0	0	0	0	0	0
ENSMUSG00000112027	0	0	0	1	0	0	0
ENSMUSG00000112031	0	0	0	0	0	0	0
ENSMUSG00000112033	0	0	0	0	0	0	0
ENSMUSG00000112037	0	0	0	0	0	0	0
ENSMUSG00000112038	53	34	61	29	42	46	44
ENSMUSG00000112039	0	0	0	0	0	0	0
ENSMUSG00000112042	0	0	0	0	0	0	0
ENSMUSG00000112043	123	143	204	214	288	165	238
ENSMUSG00000112044	0	0	0	0	0	0	0
ENSMUSG00000112045	0	0	0	0	0	0	0
ENSMUSG00000112046	0	0	0	0	0	0	0
ENSMUSG00000112047	0	0	0	0	0	0	0
ENSMUSG00000112048	0	0	0	0	0	0	0
ENSMUSG00000112049	56	36	71	21	48	48	38
ENSMUSG00000112050	0	0	0	0	0	0	0
ENSMUSG00000112052	0	0	0	0	0	0	0
ENSMUSG00000112057	0	0	0	0	0	0	0
ENSMUSG00000112059	0	0	0	0	0	0	0
ENSMUSG00000112061	0	3	0	0	0	3	0
ENSMUSG00000112063	0	0	0	0	0	0	0
ENSMUSG00000112064	3	2	6	5	4	2	3
ENSMUSG00000112065	0	0	0	0	0	0	0
ENSMUSG00000112066	0	0	0	0	0	0	0
ENSMUSG00000112068	0	0	0	0	0	0	0
ENSMUSG00000112069	0	0	0	0	0	0	0
ENSMUSG00000112070	0	0	0	0	0	0	0
ENSMUSG00000112072	0	0	0	0	0	0	0
ENSMUSG00000112076	0	0	0	0	0	0	0
ENSMUSG00000112077	0	0	0	0	0	0	0
ENSMUSG00000112078	0	0	0	0	0	0	0
ENSMUSG00000112079	0	0	0	0	0	0	0
ENSMUSG00000112081	3	0	0	3	2	0	1
ENSMUSG00000112085	0	3	0	0	0	0	3
ENSMUSG00000112086	0	0	0	0	0	0	0
ENSMUSG00000112088	0	0	0	0	0	0	0
ENSMUSG00000112091	0	0	0	0	0	0	0
ENSMUSG00000112092	0	0	0	0	0	0	0
ENSMUSG00000112094	0	0	0	0	0	0	0
ENSMUSG00000112098	0	0	0	0	0	0	0
ENSMUSG00000112099	0	1	0	0	0	1	0
ENSMUSG00000112100	0	0	0	0	0	0	0
ENSMUSG00000112101	273	245	281	288	300	278	229
ENSMUSG00000112105	0	0	2	2	4	7	0
ENSMUSG00000112107	0	0	0	0	0	0	0
ENSMUSG00000112111	0	0	0	0	0	0	0
ENSMUSG00000112114	0	0	0	0	0	0	0
ENSMUSG00000112115	0	0	0	0	0	0	0
ENSMUSG00000112116	0	0	1	0	0	2	0
ENSMUSG00000112118	0	0	0	0	0	0	0
ENSMUSG00000112119	0	0	0	0	0	0	0
ENSMUSG00000112122	71	57	76	52	69	42	69
ENSMUSG00000112123	0	0	0	0	0	0	0
ENSMUSG00000112124	8	2	2	4	4	0	2
ENSMUSG00000112127	0	0	0	0	0	0	0
ENSMUSG00000112128	0	0	0	0	0	0	0
ENSMUSG00000112129	28	19	20	18	19	18	11
ENSMUSG00000112133	0	0	0	0	0	0	0
ENSMUSG00000112135	0	0	0	0	0	2	0
ENSMUSG00000112136	0	0	0	0	0	0	0
ENSMUSG00000112138	0	0	0	0	0	0	0
ENSMUSG00000112140	0	0	0	0	0	0	0
ENSMUSG00000112145	0	2	0	0	2	0	1
ENSMUSG00000112147	0	0	0	0	0	0	0
ENSMUSG00000112148	33	24	111	31	6	44	477
ENSMUSG00000112149	156	141	227	108	186	126	188
ENSMUSG00000112152	0	0	0	0	0	0	0
ENSMUSG00000112154	0	0	0	0	0	0	0
ENSMUSG00000112159	0	0	0	0	0	0	0
ENSMUSG00000112160	5	12	14	12	12	16	8
ENSMUSG00000112162	0	0	0	0	0	0	0
ENSMUSG00000112163	2	1	3	1	0	1	3
ENSMUSG00000112165	0	0	0	0	0	0	0
ENSMUSG00000112167	0	0	0	0	0	0	0
ENSMUSG00000112170	0	0	0	0	0	0	0
ENSMUSG00000112171	0	0	0	0	0	0	0
ENSMUSG00000112173	0	0	0	0	0	2	0
ENSMUSG00000112177	0	0	0	0	0	0	0
ENSMUSG00000112178	0	10	0	0	2	0	0
ENSMUSG00000112179	0	0	0	0	0	0	0
ENSMUSG00000112180	0	0	0	0	0	0	0
ENSMUSG00000112181	0	0	0	0	0	0	0
ENSMUSG00000112182	0	0	1	1	1	0	0
ENSMUSG00000112184	0	0	0	0	0	0	0
ENSMUSG00000112185	0	0	0	0	0	0	0
ENSMUSG00000112186	0	0	0	0	0	0	0
ENSMUSG00000112187	0	0	0	0	0	0	0
ENSMUSG00000112190	1	1	0	1	3	0	0
ENSMUSG00000112191	0	0	0	0	0	0	0
ENSMUSG00000112194	0	0	0	0	0	0	0
ENSMUSG00000112195	0	0	0	0	0	0	0
ENSMUSG00000112196	8	1	2	8	8	3	11
ENSMUSG00000112199	0	0	0	0	0	0	0
ENSMUSG00000112200	0	0	0	0	0	0	0
ENSMUSG00000112204	0	0	0	0	0	0	0
ENSMUSG00000112205	0	0	0	0	0	0	0
ENSMUSG00000112207	0	0	0	0	0	0	0
ENSMUSG00000112209	0	0	0	0	0	0	0
ENSMUSG00000112214	0	0	0	0	0	0	0
ENSMUSG00000112215	0	0	0	0	0	0	0
ENSMUSG00000112216	0	0	0	0	0	0	0
ENSMUSG00000112217	0	0	0	0	0	0	0
ENSMUSG00000112218	0	0	0	0	0	0	0
ENSMUSG00000112221	0	0	0	0	0	0	0
ENSMUSG00000112222	0	0	0	0	0	0	0
ENSMUSG00000112223	0	0	0	0	0	0	0
ENSMUSG00000112226	165	151	175	132	185	127	150
ENSMUSG00000112231	0	0	0	0	0	0	0
ENSMUSG00000112233	0	0	0	0	0	0	0
ENSMUSG00000112236	0	0	0	0	0	0	0
ENSMUSG00000112237	5	5	3	3	3	6	3
ENSMUSG00000112239	2	5	1	2	5	0	0
ENSMUSG00000112240	0	0	0	0	0	0	0
ENSMUSG00000112241	0	9	33	12	10	13	0
ENSMUSG00000112244	0	0	0	0	0	0	0
ENSMUSG00000112245	0	0	0	0	0	0	0
ENSMUSG00000112247	0	0	0	0	0	0	0
ENSMUSG00000112250	0	0	0	0	0	0	0
ENSMUSG00000112251	0	0	0	0	0	0	0
ENSMUSG00000112253	0	0	0	0	0	0	0
ENSMUSG00000112259	0	0	0	3	0	0	0
ENSMUSG00000112262	0	0	0	0	0	0	0
ENSMUSG00000112263	0	0	0	2	3	0	0
ENSMUSG00000112268	0	0	0	0	0	0	0
ENSMUSG00000112269	0	0	0	0	0	0	0
ENSMUSG00000112271	0	0	0	0	0	0	0
ENSMUSG00000112272	0	0	0	0	0	0	0
ENSMUSG00000112273	0	0	0	0	0	0	0
ENSMUSG00000112279	0	0	1	0	3	0	0
ENSMUSG00000112282	0	0	0	0	0	0	0
ENSMUSG00000112292	0	0	0	0	0	0	0
ENSMUSG00000112293	0	0	0	0	0	0	0
ENSMUSG00000112296	0	0	0	0	0	0	0
ENSMUSG00000112297	1	1	1	3	1	2	3
ENSMUSG00000112298	0	0	0	0	1	1	0
ENSMUSG00000112299	0	0	0	0	0	0	0
ENSMUSG00000112305	0	0	0	0	0	0	0
ENSMUSG00000112306	0	0	0	0	0	0	0
ENSMUSG00000112311	0	0	0	0	0	0	0
ENSMUSG00000112312	0	0	0	0	0	0	0
ENSMUSG00000112313	0	0	0	0	0	0	0
ENSMUSG00000112315	0	0	0	0	0	0	0
ENSMUSG00000112316	0	0	0	0	0	0	0
ENSMUSG00000112318	0	0	0	0	0	0	0
ENSMUSG00000112321	0	0	0	0	0	0	0
ENSMUSG00000112325	0	0	0	0	0	0	0
ENSMUSG00000112326	0	0	0	0	0	0	0
ENSMUSG00000112328	0	0	1	2	2	1	1
ENSMUSG00000112330	0	0	0	0	0	0	0
ENSMUSG00000112334	0	0	0	0	0	0	0
ENSMUSG00000112335	0	0	0	0	0	0	0
ENSMUSG00000112339	1	1	1	0	0	5	5
ENSMUSG00000112341	0	0	0	0	0	0	3
ENSMUSG00000112349	104	43	50	47	27	82	84
ENSMUSG00000112351	0	0	0	0	0	0	0
ENSMUSG00000112357	0	0	0	0	0	0	0
ENSMUSG00000112359	0	0	0	0	0	0	0
ENSMUSG00000112362	0	0	0	0	0	0	0
ENSMUSG00000112363	0	0	0	0	0	0	0
ENSMUSG00000112364	0	0	0	0	0	0	0
ENSMUSG00000112368	1	2	1	0	1	3	4
ENSMUSG00000112370	0	0	0	0	0	0	0
ENSMUSG00000112371	0	0	0	0	0	0	0
ENSMUSG00000112373	0	0	0	0	0	0	0
ENSMUSG00000112377	0	0	0	0	0	0	0
ENSMUSG00000112378	0	0	0	0	0	0	0
ENSMUSG00000112380	0	0	0	0	0	0	0
ENSMUSG00000112381	1	0	0	2	0	0	1
ENSMUSG00000112382	0	0	0	0	0	0	0
ENSMUSG00000112385	0	0	0	0	0	0	0
ENSMUSG00000112389	0	0	0	0	0	0	0
